region_id,region_name,date,rainfall_mm_3h,rainfall_mm_24h,slope_deg,soil_moisture,river_level_m,land_use_type,risk_score,flood_occurred
REG_10760,Mandi,2022-07-08,55.82,176.11,33.71,0.632,3.78,Forest,51.5,0
REG_10761,Shimla,2022-03-28,41.56,53.43,49.67,0.271,1.76,Barren,31.8,0
REG_10762,Pithoragarh,2024-02-17,13.88,96.23,51.57,0.342,2.07,Forest,34.5,0
REG_10763,Kinnaur,2023-04-27,58.46,100.32,10.7,0.467,1.92,Agriculture,33.5,0
REG_10764,Pithoragarh,2022-05-21,7.11,45.17,55.91,0.27,0.59,Agriculture,27.0,0
REG_10765,Gangtok,2020-10-21,12.44,42.98,29.42,0.25,0.5,Forest,19.2,0
REG_10766,Chamoli,2022-05-13,9.16,102.28,22.04,0.455,2.19,Agriculture,35.9,0
REG_10767,Haridwar,2022-11-03,27.34,91.36,59.8,0.479,1.09,Forest,36.8,0
REG_10768,Dehradun,2021-08-17,184.87,254.1,16.13,0.795,5.9,Agriculture,68.5,0
REG_10769,Gangtok,2023-03-28,17.54,69.14,26.05,0.353,1.47,Agriculture,28.7,0
REG_10770,Gyalshing,2024-02-26,19.98,78.5,55.36,0.393,2.25,Forest,34.7,0
REG_10771,Gangtok,2023-09-14,58.76,68.05,33.78,0.271,2.17,Urban,33.2,0
REG_10772,Kullu,2021-09-05,32.36,63.61,56.29,0.203,1.98,Urban,34.3,0
REG_10773,Kullu,2025-02-15,13.96,47.91,22.08,0.289,1.03,Forest,20.6,0
REG_10774,Haridwar,2024-05-22,23.21,82.15,30.37,0.378,2.11,Forest,30.3,0
REG_10775,Kangra,2024-05-02,10.55,43.33,12.58,0.264,2.17,Urban,26.6,0
REG_10776,Pakyong,2024-05-11,4.99,77.1,32.71,0.372,2.03,Barren,34.8,0
REG_10777,Chamba,2023-03-01,0.94,82.1,10.02,0.393,1.91,Forest,26.9,0
REG_10778,Pithoragarh,2021-04-09,47.29,128.0,25.84,0.451,2.81,Urban,44.6,0
REG_10779,Kullu,2024-01-19,11.79,101.87,45.76,0.409,2.63,Urban,43.5,0
REG_10780,Uttarkashi,2023-07-14,89.98,151.78,46.21,0.461,3.97,Forest,46.9,0
REG_10781,Rudraprayag,2021-07-21,122.31,162.93,31.39,0.607,3.56,Agriculture,51.0,0
REG_10782,Shimla,2020-02-07,39.6,63.34,10.65,0.342,1.73,Forest,23.2,0
REG_10783,Kullu,2020-09-01,53.49,92.04,16.55,0.33,3.25,Urban,36.8,0
REG_10784,Namchi,2020-01-21,21.78,53.16,22.1,0.258,1.53,Agriculture,23.9,0
REG_10785,Shimla,2023-02-07,23.59,60.98,10.82,0.3,1.1,Barren,25.6,0
REG_10786,Mangan,2024-06-17,113.53,193.41,20.85,0.64,4.48,Forest,53.0,0
REG_10787,Pakyong,2021-01-28,23.39,209.56,36.18,0.638,4.3,Forest,57.0,0
REG_10788,Dehradun,2023-12-04,20.0,231.86,16.29,0.746,5.43,Forest,61.3,0
REG_10789,Gangtok,2022-09-13,42.82,113.79,53.31,0.492,3.41,Forest,43.3,0
REG_10790,Chamoli,2024-07-29,101.94,143.47,13.0,0.453,2.0,Agriculture,38.7,0
REG_10791,Uttarkashi,2025-08-17,72.12,116.16,48.79,0.339,2.56,Forest,37.3,0
REG_10792,Gangtok,2025-03-25,43.4,55.07,32.31,0.331,1.29,Agriculture,27.2,0
REG_10793,Mandi,2020-10-16,26.99,57.75,40.64,0.283,1.48,Forest,25.6,0
REG_10794,Haridwar,2024-11-21,2.47,50.75,34.17,0.259,2.13,Forest,24.3,0
REG_10795,Rudraprayag,2022-06-30,41.13,137.56,31.41,0.441,3.36,Forest,41.0,0
REG_10796,Shimla,2020-12-26,11.99,64.76,44.02,0.351,1.4,Agriculture,31.0,0
REG_10797,Gyalshing,2024-06-10,71.09,159.38,21.36,0.464,2.83,Forest,41.4,0
REG_10798,Dehradun,2020-08-06,195.97,280.52,34.34,0.86,6.02,Agriculture,76.5,1
REG_10799,Chamba,2025-07-08,108.3,143.0,50.37,0.605,4.25,Agriculture,53.2,0
REG_10800,Kinnaur,2025-08-02,49.73,92.86,17.76,0.407,1.79,Urban,36.0,0
REG_10801,Namchi,2025-08-06,109.85,167.68,14.64,0.629,3.89,Agriculture,50.0,0
REG_10802,Rudraprayag,2022-04-11,19.31,78.88,40.18,0.394,2.31,Forest,32.4,0
REG_10803,Kullu,2024-11-28,30.02,193.32,58.18,0.665,4.38,Agriculture,62.1,0
REG_10804,Pithoragarh,2024-11-26,12.92,43.56,31.46,0.202,0.88,Urban,25.6,0
REG_10805,Tehri,2023-05-28,69.04,163.58,50.73,0.616,3.53,Forest,52.0,0
REG_10806,Rudraprayag,2021-08-17,153.5,203.77,33.51,0.56,5.57,Barren,61.5,0
REG_10807,Chamba,2025-11-24,26.24,128.29,21.73,0.474,1.73,Barren,40.9,0
REG_10808,Shimla,2021-08-03,58.04,221.07,34.25,0.648,3.83,Agriculture,59.9,0
REG_10809,Gangtok,2024-10-13,29.99,77.87,32.09,0.326,2.43,Forest,29.4,0
REG_10810,Mangan,2025-08-17,32.4,109.22,22.62,0.342,2.97,Urban,39.5,0
REG_10811,Gangtok,2020-03-21,49.47,124.68,27.66,0.463,3.18,Urban,45.6,0
REG_10812,Mangan,2025-11-25,42.42,64.69,29.6,0.267,1.44,Urban,30.5,0
REG_10813,Dehradun,2023-09-06,94.52,171.31,52.96,0.578,4.22,Urban,60.2,0
REG_10814,Chamoli,2024-05-21,7.44,30.57,25.37,0.2,0.5,Agriculture,18.3,0
REG_10815,Pakyong,2020-12-11,12.85,63.84,56.26,0.314,2.12,Forest,30.9,0
REG_10816,Dehradun,2025-03-01,1.81,67.77,10.67,0.232,1.87,Agriculture,23.7,0
REG_10817,Mandi,2021-07-08,66.3,138.3,16.42,0.398,3.42,Forest,37.7,0
REG_10818,Uttarkashi,2020-10-28,6.81,40.57,11.35,0.274,2.27,Agriculture,22.5,0
REG_10819,Pakyong,2020-07-18,24.01,110.24,48.38,0.387,2.25,Forest,37.1,0
REG_10820,Mandi,2022-11-28,11.67,47.67,16.23,0.259,1.83,Forest,20.4,0
REG_10821,Pithoragarh,2020-11-02,12.53,128.11,38.7,0.522,3.15,Forest,42.8,0
REG_10822,Rudraprayag,2024-07-14,35.66,149.88,48.89,0.46,4.31,Forest,47.8,0
REG_10823,Tehri,2025-02-14,21.09,65.59,34.47,0.327,1.85,Forest,27.3,0
REG_10824,Kullu,2025-01-20,33.42,134.25,14.9,0.554,2.86,Urban,46.2,0
REG_10825,Rudraprayag,2024-10-30,22.01,97.84,51.87,0.475,2.47,Agriculture,41.4,0
REG_10826,Namchi,2020-10-02,15.91,79.18,20.31,0.3,1.0,Forest,24.1,0
REG_10827,Gyalshing,2023-03-21,16.95,100.94,14.72,0.414,2.43,Forest,31.4,0
REG_10828,Shimla,2023-11-02,13.48,81.32,48.38,0.372,2.88,Agriculture,37.1,0
REG_10829,Mandi,2021-09-29,57.63,154.83,11.4,0.494,3.66,Forest,41.6,0
REG_10830,Kangra,2024-11-10,21.68,51.57,40.89,0.289,1.08,Barren,29.2,0
REG_10831,Pakyong,2022-07-18,90.22,185.18,31.02,0.577,4.34,Agriculture,54.4,0
REG_10832,Chamoli,2025-02-23,17.05,83.28,31.72,0.266,2.1,Forest,27.9,0
REG_10833,Rudraprayag,2020-07-01,58.75,95.25,50.22,0.383,2.16,Forest,35.4,0
REG_10834,Shimla,2025-01-18,7.34,57.42,12.33,0.322,1.72,Forest,22.3,0
REG_10835,Chamba,2020-03-12,3.6,77.43,47.08,0.324,2.45,Forest,31.9,0
REG_10836,Haridwar,2024-08-03,43.29,109.91,45.27,0.521,3.21,Forest,41.8,0
REG_10837,Chamoli,2023-07-19,58.48,86.57,54.47,0.316,2.59,Forest,34.3,0
REG_10838,Chamba,2022-11-09,12.78,38.48,38.86,0.269,0.5,Forest,20.7,0
REG_10839,Mangan,2022-03-25,79.02,151.43,18.0,0.434,4.17,Barren,46.9,0
REG_10840,Namchi,2024-03-06,31.08,75.18,12.32,0.308,2.77,Forest,26.1,0
REG_10841,Tehri,2020-11-05,21.78,119.39,32.1,0.504,2.39,Urban,45.1,0
REG_10842,Gyalshing,2025-08-23,100.42,182.1,46.01,0.547,4.41,Forest,53.4,0
REG_10843,Mangan,2020-05-11,68.06,154.68,12.12,0.431,3.0,Forest,38.8,0
REG_10844,Mandi,2025-02-20,9.37,41.25,22.41,0.172,0.89,Forest,16.6,0
REG_10845,Pithoragarh,2022-01-09,51.07,209.44,48.54,0.715,4.53,Agriculture,64.0,0
REG_10846,Tehri,2022-03-05,1.0,93.09,21.52,0.475,2.32,Barren,38.0,0
REG_10847,Rudraprayag,2020-09-14,65.73,187.5,29.06,0.514,4.29,Forest,50.2,0
REG_10848,Chamoli,2023-06-11,39.91,79.69,47.35,0.389,1.19,Forest,31.3,0
REG_10849,Mandi,2025-01-25,3.33,131.82,31.52,0.45,3.16,Forest,40.2,0
REG_10850,Rudraprayag,2022-09-01,141.83,184.62,48.57,0.653,4.26,Urban,63.0,0
REG_10851,Chamba,2022-11-13,13.97,74.67,23.51,0.309,2.25,Urban,33.3,0
REG_10852,Namchi,2020-09-27,59.35,113.25,57.9,0.485,3.1,Agriculture,45.7,0
REG_10853,Kinnaur,2023-01-23,14.13,39.88,14.69,0.237,2.36,Forest,19.8,0
REG_10854,Chamoli,2020-05-21,18.61,40.82,47.57,0.179,1.16,Forest,21.5,0
REG_10855,Shimla,2022-06-20,46.42,99.29,13.71,0.354,2.8,Agriculture,32.8,0
REG_10856,Shimla,2020-09-30,27.12,79.46,52.26,0.31,1.36,Urban,36.9,0
REG_10857,Chamba,2021-04-09,16.01,117.0,16.83,0.391,3.02,Agriculture,36.8,0
REG_10858,Gangtok,2023-05-16,18.73,76.06,39.32,0.372,1.98,Agriculture,33.2,0
REG_10859,Kullu,2023-08-12,147.42,186.29,26.68,0.578,3.52,Agriculture,52.2,0
REG_10860,Pithoragarh,2020-10-14,15.53,152.36,40.24,0.528,4.01,Agriculture,50.2,0
REG_10861,Kullu,2022-05-25,17.8,194.63,12.39,0.648,3.97,Urban,57.4,0
REG_10862,Shimla,2025-06-15,41.49,64.4,54.07,0.369,1.45,Forest,30.7,0
REG_10863,Uttarkashi,2023-01-25,6.88,82.39,45.71,0.285,2.24,Agriculture,33.4,0
REG_10864,Shimla,2023-04-29,21.89,40.03,27.28,0.221,1.82,Forest,20.4,0
REG_10865,Chamoli,2021-03-22,28.49,68.25,33.53,0.316,1.12,Barren,30.7,0
REG_10866,Pakyong,2021-12-22,35.14,67.1,41.31,0.373,2.18,Barren,35.4,0
REG_10867,Rudraprayag,2025-12-03,20.96,87.69,40.89,0.34,1.91,Forest,31.4,0
REG_10868,Chamoli,2023-09-13,46.27,151.28,41.99,0.523,3.65,Urban,53.5,0
REG_10869,Mangan,2021-02-10,3.73,64.09,17.75,0.301,1.55,Urban,29.6,0
REG_10870,Kangra,2024-09-21,39.46,64.14,49.66,0.296,1.44,Agriculture,30.6,0
REG_10871,Haridwar,2021-11-24,20.91,47.62,32.99,0.368,1.72,Urban,32.2,0
REG_10872,Shimla,2021-05-09,4.22,95.44,50.01,0.455,2.95,Forest,38.7,0
REG_10873,Gyalshing,2022-08-05,40.18,121.14,56.43,0.49,2.92,Barren,48.6,0
REG_10874,Mandi,2020-01-23,9.08,34.46,15.16,0.29,0.71,Agriculture,19.7,0
REG_10875,Chamoli,2023-02-02,24.66,45.36,27.8,0.273,1.16,Forest,21.1,0
REG_10876,Pithoragarh,2024-08-25,136.53,165.39,36.55,0.521,2.99,Forest,46.4,0
REG_10877,Namchi,2021-07-11,75.16,119.82,16.75,0.483,3.58,Agriculture,40.5,0
REG_10878,Gyalshing,2024-06-04,82.75,179.14,22.96,0.509,4.09,Urban,54.1,0
REG_10879,Kinnaur,2022-07-29,70.92,115.71,12.46,0.507,3.0,Urban,42.8,0
REG_10880,Pakyong,2023-05-30,14.25,92.91,44.07,0.34,2.7,Forest,34.1,0
REG_10881,Gyalshing,2024-07-14,91.48,173.83,34.82,0.52,3.77,Forest,48.6,0
REG_10882,Dehradun,2020-03-18,14.34,79.95,11.56,0.308,2.33,Forest,25.6,0
REG_10883,Namchi,2023-09-07,157.64,222.65,25.18,0.741,6.25,Forest,63.2,0
REG_10884,Chamba,2022-03-17,19.06,74.76,30.41,0.403,1.84,Forest,29.5,0
REG_10885,Chamba,2022-11-07,20.65,51.41,27.13,0.352,0.88,Forest,23.1,0
REG_10886,Rudraprayag,2022-02-06,16.23,49.77,10.91,0.276,1.94,Urban,26.9,0
REG_10887,Dehradun,2021-03-29,29.59,71.14,24.39,0.241,2.19,Agriculture,27.3,0
REG_10888,Shimla,2023-12-18,8.85,44.67,14.06,0.277,1.46,Forest,19.4,0
REG_10889,Pakyong,2024-02-08,6.81,79.91,10.29,0.369,2.6,Agriculture,30.0,0
REG_10890,Chamba,2022-11-16,26.79,139.45,27.66,0.587,3.65,Barren,49.8,0
REG_10891,Kangra,2025-03-03,18.99,119.76,29.32,0.495,3.1,Agriculture,41.9,0
REG_10892,Mandi,2020-12-28,27.06,69.78,55.72,0.254,1.82,Agriculture,31.9,0
REG_10893,Chamoli,2021-06-08,61.21,86.05,16.41,0.289,2.45,Urban,33.4,0
REG_10894,Kangra,2023-05-02,18.05,57.62,45.02,0.344,1.86,Urban,35.0,0
REG_10895,Namchi,2024-01-25,11.4,66.1,23.18,0.249,2.41,Forest,24.6,0
REG_10896,Rudraprayag,2025-10-04,15.6,42.4,34.88,0.336,1.16,Forest,23.5,0
REG_10897,Mangan,2023-06-07,29.53,63.01,31.54,0.354,1.89,Urban,33.7,0
REG_10898,Shimla,2025-01-29,1.71,9.52,34.2,0.144,0.82,Urban,20.6,0
REG_10899,Dehradun,2021-12-22,4.48,57.38,48.13,0.291,1.89,Agriculture,30.3,0
REG_10900,Uttarkashi,2025-06-06,107.84,163.85,10.92,0.485,4.19,Agriculture,45.9,0
REG_10901,Rudraprayag,2023-04-22,28.41,94.0,26.46,0.379,1.81,Forest,30.5,0
REG_10902,Kullu,2023-12-19,50.25,88.58,27.01,0.336,2.6,Urban,36.9,0
REG_10903,Kinnaur,2023-10-30,27.43,56.77,14.74,0.295,2.63,Forest,23.7,0
REG_10904,Shimla,2025-09-19,59.09,82.02,10.53,0.327,2.18,Forest,25.9,0
REG_10905,Chamba,2024-02-16,15.94,46.76,45.95,0.282,0.78,Forest,23.7,0
REG_10906,Kullu,2022-09-30,19.01,142.86,54.14,0.559,3.75,Urban,55.7,0
REG_10907,Pithoragarh,2022-07-14,59.5,161.96,25.55,0.487,4.78,Agriculture,49.4,0
REG_10908,Rudraprayag,2022-05-05,18.08,100.26,42.65,0.347,3.13,Forest,35.7,0
REG_10909,Uttarkashi,2020-03-24,33.17,133.89,59.76,0.562,2.67,Urban,53.5,0
REG_10910,Chamoli,2025-09-24,74.24,136.21,18.21,0.546,2.59,Agriculture,42.3,0
REG_10911,Pithoragarh,2024-03-22,5.89,93.11,23.83,0.296,2.69,Urban,36.1,0
REG_10912,Haridwar,2022-09-12,114.94,174.75,50.9,0.547,3.73,Agriculture,54.5,0
REG_10913,Gyalshing,2025-02-11,10.91,59.86,10.16,0.449,0.55,Urban,29.5,0
REG_10914,Mandi,2020-05-15,8.13,51.82,39.63,0.335,1.12,Forest,25.3,0
REG_10915,Chamoli,2023-04-21,15.25,122.67,33.9,0.437,2.85,Forest,38.6,0
REG_10916,Gangtok,2024-09-28,55.13,76.46,46.04,0.341,1.58,Agriculture,32.8,0
REG_10917,Uttarkashi,2023-04-10,18.06,29.02,36.45,0.166,1.93,Urban,26.0,0
REG_10918,Haridwar,2022-06-27,99.51,138.5,35.81,0.545,3.67,Agriculture,47.6,0
REG_10919,Mangan,2021-08-12,59.6,114.61,45.52,0.446,2.55,Urban,45.7,0
REG_10920,Gyalshing,2025-05-05,12.4,51.33,37.5,0.229,1.31,Forest,22.6,0
REG_10921,Uttarkashi,2022-08-13,99.77,169.59,59.31,0.527,3.51,Forest,51.9,0
REG_10922,Pakyong,2023-02-17,26.09,154.53,44.9,0.506,3.05,Forest,46.3,0
REG_10923,Namchi,2023-08-24,81.18,148.27,50.34,0.563,3.34,Forest,48.4,0
REG_10924,Gangtok,2024-04-02,14.61,67.48,31.13,0.32,2.29,Barren,32.7,0
REG_10925,Pithoragarh,2024-12-11,37.23,52.5,57.9,0.248,1.47,Urban,33.4,0
REG_10926,Kinnaur,2025-10-01,9.15,21.16,32.42,0.172,0.5,Agriculture,17.7,0
REG_10927,Pithoragarh,2022-03-16,26.28,76.27,27.31,0.363,1.57,Barren,32.7,0
REG_10928,Haridwar,2023-12-26,8.8,74.56,56.97,0.302,2.85,Forest,33.4,0
REG_10929,Gangtok,2020-02-21,17.7,127.04,28.85,0.53,3.5,Agriculture,44.4,0
REG_10930,Kullu,2020-03-12,5.1,94.93,28.28,0.336,2.03,Urban,36.7,0
REG_10931,Mangan,2020-01-28,18.12,103.5,37.82,0.376,2.65,Forest,35.1,0
REG_10932,Mandi,2021-04-13,38.76,62.97,52.47,0.292,1.94,Urban,35.8,0
REG_10933,Mangan,2022-02-02,30.53,102.35,26.51,0.433,2.83,Agriculture,37.4,0
REG_10934,Haridwar,2023-11-25,2.4,81.92,51.48,0.4,1.36,Agriculture,35.4,0
REG_10935,Gangtok,2022-03-30,37.68,73.1,18.15,0.281,3.01,Barren,31.6,0
REG_10936,Rudraprayag,2024-01-29,10.53,27.49,18.63,0.225,1.42,Forest,16.8,0
REG_10937,Chamoli,2024-08-02,92.25,179.65,32.55,0.628,3.4,Barren,55.9,0
REG_10938,Kullu,2021-07-13,71.34,131.67,23.17,0.488,3.33,Barren,45.1,0
REG_10939,Kinnaur,2021-01-13,9.82,57.41,34.22,0.317,0.9,Urban,30.6,0
REG_10940,Uttarkashi,2025-04-02,21.38,79.7,10.62,0.381,1.97,Barren,31.5,0
REG_10941,Kinnaur,2022-12-11,10.15,97.3,23.84,0.354,3.31,Barren,37.8,0
REG_10942,Pakyong,2020-03-19,27.09,206.75,57.38,0.615,4.12,Agriculture,61.8,0
REG_10943,Haridwar,2023-11-09,10.01,21.34,53.96,0.148,0.5,Agriculture,20.7,0
REG_10944,Pithoragarh,2022-04-13,9.05,102.67,11.44,0.376,2.45,Forest,30.2,0
REG_10945,Dehradun,2022-10-28,27.56,93.02,50.22,0.421,2.54,Forest,36.8,0
REG_10946,Mandi,2025-09-03,193.67,237.29,32.19,0.765,5.27,Agriculture,67.2,0
REG_10947,Gangtok,2021-03-25,32.7,149.43,50.84,0.469,4.7,Urban,55.5,0
REG_10948,Rudraprayag,2025-06-15,108.97,139.83,24.0,0.419,3.62,Forest,40.0,0
REG_10949,Chamba,2024-01-24,16.51,85.44,37.51,0.316,2.06,Urban,36.7,0
REG_10950,Tehri,2024-10-08,25.94,76.99,59.31,0.347,2.14,Agriculture,36.3,0
REG_10951,Dehradun,2025-05-24,12.16,33.57,26.34,0.179,1.8,Forest,18.4,0
REG_10952,Chamoli,2024-03-30,43.02,65.74,54.24,0.404,2.66,Agriculture,36.6,0
REG_10953,Gyalshing,2021-11-20,3.33,32.8,53.86,0.265,0.71,Barren,27.9,0
REG_10954,Chamoli,2025-06-13,71.14,182.67,17.7,0.586,4.17,Forest,49.2,0
REG_10955,Chamba,2023-11-02,13.14,63.16,22.18,0.376,2.26,Agriculture,29.5,0
REG_10956,Rudraprayag,2021-08-09,73.13,108.31,16.4,0.384,2.47,Forest,31.9,0
REG_10957,Namchi,2025-11-21,9.45,62.98,24.4,0.311,1.45,Urban,30.6,0
REG_10958,Mangan,2025-01-03,18.73,51.01,36.19,0.226,1.84,Urban,29.8,0
REG_10959,Kangra,2025-06-08,49.78,102.75,56.4,0.395,2.0,Forest,37.3,0
REG_10960,Gyalshing,2021-09-18,57.4,91.56,29.83,0.375,3.08,Forest,33.2,0
REG_10961,Namchi,2025-07-24,93.93,114.34,59.39,0.42,3.3,Forest,42.4,0
REG_10962,Uttarkashi,2020-12-29,78.27,209.4,29.96,0.612,4.64,Urban,62.5,0
REG_10963,Kullu,2025-12-22,11.36,29.85,39.45,0.201,0.98,Forest,19.0,0
REG_10964,Kangra,2021-01-08,21.38,140.86,58.24,0.461,3.77,Barren,52.2,0
REG_10965,Namchi,2025-09-17,126.0,136.99,40.08,0.489,3.2,Forest,43.3,0
REG_10966,Dehradun,2025-06-10,89.69,173.28,29.35,0.582,4.42,Agriculture,53.0,0
REG_10967,Shimla,2025-09-25,66.14,86.15,36.28,0.365,2.95,Agriculture,35.6,0
REG_10968,Kullu,2025-09-14,65.54,115.65,37.19,0.39,2.62,Forest,36.7,0
REG_10969,Gangtok,2025-11-12,37.89,144.52,15.25,0.555,3.04,Forest,41.4,0
REG_10970,Kangra,2023-10-16,2.29,95.36,30.23,0.437,1.51,Forest,32.1,0
REG_10971,Uttarkashi,2024-03-28,18.61,120.67,36.32,0.525,2.64,Urban,47.0,0
REG_10972,Pithoragarh,2023-03-15,12.75,172.42,48.96,0.547,4.35,Forest,52.7,0
REG_10973,Dehradun,2025-04-24,3.75,49.63,10.3,0.306,1.43,Forest,20.0,0
REG_10974,Gyalshing,2021-01-02,17.26,113.95,50.69,0.361,2.99,Agriculture,41.3,0
REG_10975,Chamoli,2020-03-05,10.04,90.44,23.51,0.371,3.53,Urban,39.3,0
REG_10976,Mangan,2022-01-23,6.52,68.45,45.77,0.339,2.63,Forest,31.3,0
REG_10977,Kinnaur,2024-03-23,40.93,89.75,48.62,0.419,2.4,Urban,42.3,0
REG_10978,Chamoli,2025-07-28,44.28,85.15,52.98,0.351,1.6,Forest,32.8,0
REG_10979,Kinnaur,2025-02-19,5.97,61.64,57.59,0.269,2.46,Agriculture,32.9,0
REG_10980,Mangan,2024-04-27,4.49,56.22,55.0,0.266,1.28,Agriculture,29.4,0
REG_10981,Namchi,2022-01-25,20.66,39.26,41.66,0.301,1.36,Urban,30.3,0
REG_10982,Mangan,2024-03-04,22.39,162.44,46.27,0.479,3.33,Forest,47.3,0
REG_10983,Kangra,2021-08-19,192.04,240.31,45.11,0.683,5.71,Urban,72.5,0
REG_10984,Mandi,2025-01-08,12.95,75.71,35.89,0.276,1.68,Agriculture,29.6,0
REG_10985,Haridwar,2023-10-27,11.26,170.22,48.43,0.641,3.84,Urban,60.1,0
REG_10986,Chamba,2024-05-05,5.77,37.5,32.65,0.209,1.04,Urban,25.6,0
REG_10987,Haridwar,2020-04-21,23.34,66.52,51.0,0.273,2.21,Barren,34.5,0
REG_10988,Rudraprayag,2021-03-28,4.3,26.64,47.19,0.209,1.19,Agriculture,23.1,0
REG_10989,Tehri,2025-12-26,9.92,101.81,34.49,0.41,2.55,Forest,35.0,0
REG_10990,Kinnaur,2025-02-14,19.8,46.33,35.71,0.168,1.47,Forest,20.5,0
REG_10991,Haridwar,2023-06-16,53.31,199.67,42.06,0.584,4.45,Forest,55.8,0
REG_10992,Gangtok,2020-09-09,52.49,79.41,26.65,0.314,1.83,Forest,27.2,0
REG_10993,Pakyong,2025-06-27,47.48,101.98,37.8,0.409,2.38,Forest,35.2,0
REG_10994,Kangra,2023-12-30,42.56,74.25,55.0,0.283,2.23,Barren,36.4,0
REG_10995,Namchi,2025-04-26,9.55,133.84,25.55,0.488,2.93,Agriculture,42.4,0
REG_10996,Tehri,2023-08-19,93.03,146.55,44.47,0.541,2.7,Agriculture,47.9,0
REG_10997,Rudraprayag,2025-10-20,9.01,48.83,11.99,0.154,1.09,Forest,15.7,0
REG_10998,Pakyong,2025-01-31,11.14,70.2,16.41,0.285,1.88,Agriculture,26.3,0
REG_10999,Shimla,2023-01-05,16.72,72.9,54.25,0.317,1.82,Barren,36.1,0
REG_11000,Pithoragarh,2020-03-02,39.93,205.26,55.17,0.641,5.61,Forest,62.4,0
REG_11001,Kinnaur,2024-02-03,1.71,121.65,38.44,0.423,2.85,Forest,38.9,0
REG_11002,Mandi,2023-03-26,36.73,82.95,39.85,0.394,2.47,Urban,39.6,0
REG_11003,Dehradun,2022-03-16,7.54,65.92,30.48,0.333,1.59,Barren,31.3,0
REG_11004,Mandi,2025-12-12,18.41,138.34,39.84,0.509,4.29,Agriculture,48.6,0
REG_11005,Kangra,2025-02-18,15.33,76.32,53.79,0.296,1.9,Urban,37.6,0
REG_11006,Tehri,2021-06-24,35.32,136.71,17.73,0.528,2.82,Forest,39.7,0
REG_11007,Dehradun,2021-09-17,52.75,104.6,35.03,0.487,2.56,Agriculture,39.8,0
REG_11008,Dehradun,2024-06-02,69.45,117.68,53.81,0.376,3.8,Forest,41.7,0
REG_11009,Pakyong,2020-04-15,4.78,28.3,13.55,0.164,0.85,Barren,18.4,0
REG_11010,Tehri,2023-02-28,31.51,73.01,20.06,0.349,2.18,Agriculture,29.4,0
REG_11011,Chamba,2024-09-04,73.72,135.15,35.64,0.453,3.72,Forest,42.5,0
REG_11012,Tehri,2025-03-23,10.44,60.41,40.87,0.312,1.14,Urban,32.4,0
REG_11013,Tehri,2025-08-11,60.33,113.84,45.36,0.464,3.06,Urban,47.1,0
REG_11014,Mangan,2021-01-03,31.37,71.57,19.25,0.332,2.09,Forest,26.0,0
REG_11015,Chamoli,2023-06-28,127.22,169.87,39.89,0.52,3.64,Forest,48.7,0
REG_11016,Mangan,2022-08-03,45.74,96.77,27.17,0.486,3.26,Agriculture,39.0,0
REG_11017,Chamba,2020-10-19,5.7,81.08,25.82,0.319,2.35,Agriculture,30.9,0
REG_11018,Mangan,2021-08-06,99.14,193.28,13.14,0.698,4.26,Forest,52.7,0
REG_11019,Gangtok,2025-12-10,6.45,32.3,16.2,0.222,1.16,Agriculture,18.9,0
REG_11020,Mangan,2022-02-03,22.43,67.88,49.95,0.394,2.27,Forest,32.6,0
REG_11021,Gangtok,2025-10-13,7.27,63.29,32.84,0.282,2.52,Barren,32.0,0
REG_11022,Mangan,2023-07-28,42.86,114.49,47.45,0.476,3.14,Forest,41.4,0
REG_11023,Gangtok,2023-11-15,3.72,65.61,50.88,0.363,1.55,Forest,30.3,0
REG_11024,Namchi,2021-03-03,53.03,102.88,49.67,0.382,2.44,Urban,43.2,0
REG_11025,Tehri,2025-07-07,127.61,209.27,59.06,0.714,4.62,Forest,63.3,0
REG_11026,Mangan,2020-04-16,12.85,27.97,22.96,0.205,0.52,Agriculture,17.8,0
REG_11027,Dehradun,2021-10-20,19.11,99.85,13.64,0.409,3.1,Agriculture,34.8,0
REG_11028,Uttarkashi,2023-03-28,18.71,63.62,36.13,0.249,1.59,Forest,24.9,0
REG_11029,Pithoragarh,2023-05-10,53.61,121.14,58.17,0.413,2.74,Agriculture,44.1,0
REG_11030,Namchi,2020-06-03,87.64,196.48,20.11,0.684,4.36,Urban,60.6,0
REG_11031,Mangan,2022-06-14,108.65,132.89,37.19,0.494,2.27,Forest,40.6,0
REG_11032,Dehradun,2024-03-01,40.77,120.32,30.48,0.495,3.91,Agriculture,43.8,0
REG_11033,Kangra,2024-06-08,45.15,82.54,41.19,0.36,2.04,Agriculture,34.1,0
REG_11034,Dehradun,2022-09-19,49.09,81.61,31.81,0.365,2.81,Urban,38.1,0
REG_11035,Mandi,2023-08-16,127.36,199.5,59.42,0.678,4.52,Agriculture,63.7,0
REG_11036,Kullu,2023-10-17,12.5,37.49,48.97,0.167,1.32,Urban,27.9,0
REG_11037,Tehri,2023-07-25,41.79,90.15,48.65,0.376,2.83,Urban,42.2,0
REG_11038,Gangtok,2022-01-28,17.92,42.82,28.35,0.258,0.83,Agriculture,22.3,0
REG_11039,Rudraprayag,2022-01-16,35.81,136.31,48.26,0.493,3.5,Forest,45.3,0
REG_11040,Mangan,2021-08-15,177.91,227.04,36.09,0.78,4.68,Urban,69.9,0
